-3.1415926535897931e+01	0.0000000000000000e+00	1.2246467991473533e-15
-3.1405926535897930e+01	1.0000228881835938e-02	9.9998333341694522e-03
-3.1395926535897928e+01	1.9999980926513672e-02	1.9998666693337431e-02
-3.1385926535897926e+01	2.9999732971191406e-02	2.9995500202501572e-02
-3.1375926535897925e+01	3.9999961853027344e-02	3.9989334186641634e-02
-3.1365926535897923e+01	5.0000190734863281e-02	4.9979169270687358e-02
-3.1355926535897922e+01	5.9999942779541016e-02	5.9964006479455184e-02
-3.1345926535897920e+01	6.9999694824218750e-02	6.9942847337544897e-02
-3.1335926535897919e+01	7.9999923706054688e-02	7.9914693969186379e-02
-3.1325926535897917e+01	9.0000152587890625e-02	8.9878549198026278e-02
-3.1315926535897916e+01	9.9999904632568359e-02	9.9833416646844919e-02
-3.1305926535897914e+01	1.1000013351440430e-01	1.0977830083719312e-01
-3.1295926535897912e+01	1.1999988555908203e-01	1.1971220728893919e-01
-3.1285926535897911e+01	1.3000011444091797e-01	1.2963414261971623e-01
-3.1275926535897909e+01	1.3999986648559570e-01	1.3954311464425936e-01
-3.1265926535897908e+01	1.5000009536743164e-01	1.4943813247362361e-01
-3.1255926535897906e+01	1.5999984741210938e-01	1.5931820661427187e-01
-3.1245926535897905e+01	1.7000007629394531e-01	1.6918234906702340e-01
-3.1235926535897903e+01	1.8000030517578125e-01	1.7902957342585307e-01
-3.1225926535897901e+01	1.9000005722045898e-01	1.8885889497653094e-01
-3.1215926535897900e+01	1.9999980926513672e-01	1.9866933079509305e-01
-3.1205926535897898e+01	2.1000003814697266e-01	2.0845989984613286e-01
-3.1195926535897897e+01	2.2000026702880859e-01	2.1822962308090407e-01
-3.1185926535897895e+01	2.3000001907348633e-01	2.2797752353522460e-01
-3.1175926535897894e+01	2.3999977111816406e-01	2.3770262642717221e-01
-3.1165926535897892e+01	2.5000000000000000e-01	2.4740395925456199e-01
-3.1155926535897891e+01	2.6000022888183594e-01	2.5708055189219559e-01
-3.1145926535897889e+01	2.6999998092651367e-01	2.6673143668887300e-01
-3.1135926535897887e+01	2.7999973297119141e-01	2.7635564856415695e-01
-3.1125926535897886e+01	2.8999996185302734e-01	2.8595222510488016e-01
-3.1115926535897884e+01	3.0000019073486328e-01	2.9552020666138556e-01
-3.1105926535897883e+01	3.0999994277954102e-01	3.0505863644349079e-01
-3.1095926535897881e+01	3.1999969482421875e-01	3.1456656061616639e-01
-3.1085926535897880e+01	3.2999992370605469e-01	3.2404302839491833e-01
-3.1075926535897878e+01	3.4000015258789062e-01	3.3348709214086564e-01
-3.1065926535897876e+01	3.4999990463256836e-01	3.4289780745550391e-01
-3.1055926535897875e+01	3.6000013351440430e-01	3.5227423327514379e-01
-3.1045926535897873e+01	3.6999988555908203e-01	3.6161543196501705e-01
-3.1035926535897872e+01	3.8000011444091797e-01	3.7092046941303897e-01
-3.1025926535897870e+01	3.8999986648559570e-01	3.8018841512321894e-01
-3.1015926535897869e+01	4.0000009536743164e-01	3.8941834230870920e-01
-3.1005926535897867e+01	4.0999984741210938e-01	3.9860932798448279e-01
-3.0995926535897866e+01	4.2000007629394531e-01	4.0776045305963127e-01
-3.0985926535897864e+01	4.3000030517578125e-01	4.1687080242927299e-01
-3.0975926535897862e+01	4.4000005722045898e-01	4.2593946506606295e-01
-3.0965926535897861e+01	4.4999980926513672e-01	4.3496553411129463e-01
-3.0955926535897859e+01	4.6000003814697266e-01	4.4394810696558529e-01
